age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.6,0.875,0.6,1.0,Yes,Occasionally,Arcola Sub
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.6,0.875,0.6,1.0,No,Occasionally,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,No,No,Creekside
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,No,Yes,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Sometimes,No,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Yes,Occasionally,Harbour Landing
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,No,Yes,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,No,Yes,Regent Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Sometimes,No,CPR Annex
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Sometimes,No,Dewdney Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Yes,No,Uplands
"(21, 25)",female,european/caucasian-american,Vegetarian,economics,0.875,0.8,1.0,1.0,0.875,1.0,1.0,1.0,0.875,0.6,0.8,Yes,No,Garden Ridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Yes,Occasionally,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Yes,No,Regent Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Sometimes,No,Riverside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Yes,No,Albert Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,No,Occasionally,Creekside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,No,Yes,Regent Park
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Sometimes,Yes,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Yes,Occasionally,Grand Trunk Annex
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,Sometimes,Occasionally,Arcola Sub
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.2,1.0,No,Yes,Garden Ridge
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Yes,No,Albert Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,No,Occasionally,Westhill
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Yes,Occasionally,Lakewood
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Sometimes,Yes,Lakewood
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Yes,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Yes,No,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,No,Yes,Creekside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Yes,Occasionally,Parkridge
"(21, 25)",female,european/caucasian-american,Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Sometimes,Occasionally,Balbrigan Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,law,0.75,0.75,0.875,0.875,0.75,1.0,1.0,0.75,0.875,0.875,1.0,Sometimes,No,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Sometimes,Yes,Balbrigan Place
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Yes,No,Balbrigan Place
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Sometimes,Yes,Albert Park
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Sometimes,No,Wascana Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,No,Yes,Riverside
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Yes,Occasionally,Wascana Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,No,Yes,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Yes,No,Garden Ridge
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,No,No,Arcola Sub
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,0.9,0.4,0.875,0.8,0.75,0.4,0.75,0.9,0.9,1.0,1.0,Yes,Occasionally,Grand Trunk Annex
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,No,No,Arcola Sub
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,No,No,Highland Park
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Sometimes,No,Balbrigan Place
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Sometimes,Occasionally,Sherwood Estates
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Yes,No,Belvedere
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Sometimes,Yes,Wascana Crescents
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Sometimes,No,Dewdney Place
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Yes,Yes,Creekside
"(21, 25)",female,asian/pacific islander/asian-american,Non-Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Sometimes,No,Garden Ridge
"(21, 25)",female,asian/pacific islander/asian-american,Vegetarian,law,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.8,1.0,0.8,Yes,Yes,Belvedere
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,No,Yes,Balbrigan Place
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,Yes,No,Uplands
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,No,No,Creekside
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,Yes,Occasionally,Sherwood Estates
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,No,Yes,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,No,Yes,Creekside
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,No,Occasionally,Wascana Crescents
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,Sometimes,No,Regent Park
"(21, 25)",female,european/caucasian-american,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,Yes,Occasionally,Highland Park
"(21, 25)",female,european/caucasian-american,Vegetarian,masters in public administration,1.0,0.4,1.0,0.75,0.9,1.0,1.0,0.6,0.2,0.4,1.0,Sometimes,Occasionally,Sherwood Estates
"(26, 30)",female,other,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Sometimes,Occasionally,Lakewood
"(26, 30)",female,other,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,No,Yes,Westhill
"(26, 30)",female,other,Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Sometimes,Yes,Regent Park
"(26, 30)",female,other,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,No,Occasionally,Dewdney Place
"(26, 30)",female,other,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Yes,Occasionally,Uplands
"(26, 30)",female,other,Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Yes,Yes,Lakewood
"(26, 30)",female,other,Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Sometimes,Occasionally,Albert Park
"(26, 30)",female,other,Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Yes,No,Westhill
"(26, 30)",female,other,Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,Sometimes,Occasionally,Highland Park
"(26, 30)",female,other,Non-Vegetarian,masters in public administration,1.0,0.4,1.0,0.9,1.0,1.0,1.0,0.4,0.2,0.8,1.0,No,No,Harbour Landing
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,No,Occasionally,Creekside
"(26, 30)",female,european/caucasian-american,Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,No,No,Highland Park
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Yes,Occasionally,Highland Park
"(26, 30)",female,european/caucasian-american,Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,No,Yes,CPR Annex
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Yes,No,Parkridge
"(26, 30)",female,european/caucasian-american,Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Yes,Yes,Parkridge
"(26, 30)",female,european/caucasian-american,Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Sometimes,Yes,Uplands
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,No,Occasionally,Harbour Landing
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Sometimes,Yes,Belvedere
"(26, 30)",female,european/caucasian-american,Non-Vegetarian,masters of social work&education,1.0,0.2,0.875,1.0,0.875,1.0,0.875,0.875,0.9,0.9,0.8,Yes,Occasionally,Regent Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,No,Yes,Sherwood Estates
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,No,Yes,Harbour Landing
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,No,No,Lakewood
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,Sometimes,Occasionally,Grand Trunk Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,Sometimes,No,Arcola Sub
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,No,Occasionally,Lakewood
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,Yes,No,Highland Park
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,Yes,Occasionally,Harbour Landing
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,0.9,1.0,0.75,1.0,1.0,0.4,0.8,1.0,0.4,1.0,0.6,No,Yes,Creekside
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,No,Occasionally,Harbour Landing
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,Sometimes,Occasionally,Dewdney Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,Yes,Occasionally,Riverside
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,No,Yes,Dewdney Place
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,Sometimes,Yes,CPR Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,No,Yes,Regent Park
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,No,Yes,Sherwood Estates
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,No,No,Sherwood Estates
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,Yes,No,Belvedere
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,0.6,1.0,0.9,0.875,0.75,1.0,0.6,0.9,0.9,1.0,Yes,No,Regent Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Yes,No,Lakewood
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Sometimes,Yes,Balbrigan Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Yes,No,Sherwood Estates
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,No,No,CPR Annex
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Yes,Occasionally,City View
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,No,Yes,Westhill
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Sometimes,Yes,Riverside
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,No,No,Belvedere
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,Yes,Yes,Garden Ridge
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,law,0.75,0.875,0.9,0.9,1.0,1.0,0.875,0.8,0.4,0.875,1.0,No,Yes,Wascana Crescents
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,No,Yes,Sherwood Estates
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,Sometimes,No,Uplands
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,Yes,No,Westhill
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,Yes,Yes,City View
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,No,No,Harbour Landing
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,No,Occasionally,Wascana Crescents
"(21, 25)",male,european/caucasian-american,Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,No,Occasionally,Westhill
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,No,Yes,Harbour Landing
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,Yes,Yes,Regent Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,law,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,Yes,No,CPR Annex
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Yes,Yes,Creekside
"(21, 25)",male,latino/hispanic american,Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,No,Occasionally,Riverside
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,No,No,Sherwood Estates
"(21, 25)",male,latino/hispanic american,Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,No,Yes,CPR Annex
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Yes,Yes,Westhill
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Yes,Yes,Grand Trunk Annex
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Yes,No,Highland Park
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Sometimes,Occasionally,Creekside
"(21, 25)",male,latino/hispanic american,Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Yes,No,Parkridge
"(21, 25)",male,latino/hispanic american,Non-Vegetarian,law,1.0,0.875,0.875,0.875,0.9,0.75,0.9,0.75,0.9,0.9,1.0,Sometimes,Occasionally,Albert Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,No,Occasionally,Wascana Crescents
"(21, 25)",male,european/caucasian-american,Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Yes,Yes,Riverside
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Sometimes,Occasionally,Highland Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,No,Yes,Sherwood Estates
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,business,1.0,1.0,0.875,1.0,1.0,0.6,1.0,1.0,0.75,0.875,0.4,Yes,Occasionally,Albert Park
